Rank,Company,股票代码,部门,行业,盈利,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,资产,更新市值
175,Cleveland-Cliffs,CLF,Materials,Metals,1,0,0,1,-15,0,1,0,0,0,28000,11331.1,21996,-4.3,399,-70.1,17537,11331
176,Block,SQ,Business Services,Financial Data Services,1,1,0,1,48,1,0,0,1,0,12985,52075.3,21915.6,25,9.8,,34069.9,52075
177,Exelon,EXC,Energy,Utilities: Gas and Electric,1,0,0,1,31,1,0,0,1,0,19962,37560,21727,13.9,2328,7.3,101546,37560
178,KKR,KKR,Financials,Securities,1,0,0,1,308,1,0,0,0,0,4490,89013.9,21685.3,198.1,3732.3,,317294.2,89014
179,CDW,CDW,Tech0logy,Information Tech0logy Services,1,0,1,0,-23,0,1,0,0,0,15100,34329.5,21376,-10,1104.3,-0.9,13284.6,34330
180,Booking Holdings,BKNG,Tech0logy,Internet Services and Retailing,1,0,0,1,53,1,0,0,1,0,23482,123968.4,21365,25,4289,40.3,24342,123968
181,Synchrony,SYF,Financials,Diversified Financials,1,0,0,1,44,1,0,0,0,1,20000,17543.1,20999,19.8,2238,-25.8,117479,17543
182,Quanta Services,PWR,Engineering & Construction,Engineering & Construction,1,0,0,1,52,1,0,0,1,0,52500,37865.6,20882.2,22.3,744.7,51.6,16237.2,37866
183,Jones Lang LaSalle,JLL,Financials,Real estate,1,0,0,1,-3,0,1,0,1,0,106100,9255.6,20760.8,-0.5,225.4,-65.6,16064.8,9256
184,Discover Financial Services,DFS,Financials,Commercial Banks,1,0,0,1,79,1,0,0,0,1,21100,32846.5,20606,35.5,2940,-33.1,151522,32847
185,Tenet Healthcare,THC,Health Care,Health Care: Medical Facilities,1,0,0,1,20,1,0,0,0,0,95905,10510.5,20548,7.2,611,48.7,28312,10511
186,Altria Group,MO,"Food, Beverages & Tobacco",Tobacco,1,0,0,1,-2,0,1,0,0,0,6400,76922.2,20502,-0.9,8130,41,38570,76922
187,Stryker,SYK,Health Care,Medical Products and Equipment,1,0,0,1,27,1,0,0,1,1,52000,136158.7,20498,11.1,3165,34.2,39912,136159
188,Kimberly-Clark,KMB,Household Products,Household and Personal Products,1,0,0,0,1,1,0,0,1,0,41000,43579.9,20431,1.3,1764,-8.8,17344,43580
189,Waste Management,WM,Business Services,Waste Management,1,0,0,0,5,1,0,0,1,0,48000,85600.6,20426,3.7,2304,2.9,32823,85601
190,Cheniere Energy,LNG,Energy,Pipelines,1,0,0,1,-78,0,1,1,0,0,1605,37851.2,20394,-39,9881,591.9,43076,37851
191,Ross Stores,ROST,Retailing,Specialty Retailers: Apparel,1,0,1,1,22,1,0,0,0,0,108000,49409.1,20376.9,9,1874.5,24,14300.1,49409
192,WestRock,,Materials,"Packaging, Containers",0,0,0,1,-19,0,1,0,0,0,56100,12707,20310,-4.5,-1649,-274.6,27443.7,12707
193,General Mills,GIS,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,1,16,1,0,0,1,0,34000,39501.5,20094.2,5.8,2593.9,-4.2,31451.7,39502
194,Goodyear Tire & Rubber,GT,Motor Vehicles & Parts,Motor Vehicles & Parts,0,0,0,0,-13,0,1,0,0,0,71000,3901.3,20066,-3.6,-689,-441.1,21582,3901
195,BJ's Wholesale Club,BJ,Retailing,General Merchandisers,1,0,0,0,5,1,0,0,0,0,34000,10058.5,19968.7,3.4,523.7,2.1,6677.6,10059
196,GE HealthCare Tech0logies,GEHC,Health Care,Medical Products and Equipment,1,0,0,0,0,0,0,0,0,0,51000,41396.5,19552,,1568,,32454,41397
197,Colgate-Palmolive,CL,Household Products,Household and Personal Products,1,0,0,1,21,1,0,0,1,0,34000,74019.9,19457,8.3,2300,28.9,16393,74020
198,Whirlpool,WHR,Industrials,"Electronics, Electrical Equip.",1,0,0,0,-5,0,1,0,1,0,59000,6515.3,19455,-1.4,481,,17312,6515
199,L3Harris Tech0logies,LHX,Aerospace & Defense,Aerospace & Defense,1,0,0,1,37,1,0,0,0,0,50000,40508.1,19419,13.8,1227,15.5,41687,40508
200,Adobe,ADBE,Tech0logy,Computer Software,1,0,0,1,23,1,0,0,1,1,29945,226060.8,19409,10.2,5428,14.1,29779,226061
201,Becton Dickinson,BDX,Health Care,Medical Products and Equipment,1,0,0,0,-2,0,1,0,0,0,73000,71488.9,19372,-0.2,1484,-16.6,52780,71489
202,Pioneer Natural Resources,PXD,Energy,"Mining, Crude-Oil Production",1,0,0,1,-48,0,1,0,0,0,2213,61326.1,19362,-20.3,4894,-37.6,36613,61326
203,Cognizant Tech0logy Solutions,CTSH,Tech0logy,Information Tech0logy Services,1,0,0,0,-5,0,1,0,0,0,347700,36486.8,19353,-0.4,2126,-7.2,18483,36487
204,Murphy USA,MUSA,Retailing,Specialty Retailers: Other,1,0,0,1,-32,0,1,0,0,0,10750,8726.5,19238.2,-9.5,556.8,-17.3,4340.1,8727
205,Fiserv,FI,Business Services,Financial Data Services,1,0,0,1,15,1,0,0,1,0,42000,94358.1,19093,7.6,3068,21.3,90890,94358
206,Parker-Hannifin,PH,Industrials,Industrial Machinery,1,0,1,1,45,1,0,0,0,0,62730,71369.5,19065.2,20.2,2082.9,58.3,29964.5,71370
207,American Electric Power,AEP,Energy,Utilities: Gas and Electric,1,0,0,1,-12,0,1,0,0,0,17250,45339.4,18982.3,-3.3,2208.1,-4.3,96684,45339
208,International Paper,IP,Materials,"Packaging, Containers",1,0,0,0,-34,0,1,0,1,0,39000,13514.7,18916,-10.6,288,-80.9,23261,13515
209,ManpowerGroup,MAN,Business Services,Temporary Help,1,0,0,0,-17,0,1,0,0,0,27900,3756.3,18914.5,-4.6,88.8,-76.2,8830.2,3756
210,Aramark,ARMK,Business Services,Diversified Outsourcing Services,1,0,0,0,33,1,0,0,0,0,262550,8535,18853.9,15.5,674.1,246.6,16871.2,8535
211,Steel Dynamics,STLD,Materials,Metals,1,1,0,1,-45,0,1,0,1,0,12600,23412.5,18795.3,-15.6,2450.9,-36.5,14908.4,23413
212,Aflac,AFL,Financials,"Insurance: Life, Health (stock)",1,0,0,0,-15,0,1,0,1,0,12785,49404.5,18701,-4.1,4659,10.9,126724,49405
213,Reinsurance Group of America,RGA,Financials,"Insurance: Life, Health (stock)",1,0,0,1,34,1,0,0,1,0,3900,12683.2,18567,14.2,902,44.8,97623,12683
214,Emerson Electric,EMR,Industrials,Industrial Machinery,1,0,0,0,-18,0,1,0,0,0,67000,64842.2,18370,-6.4,13219,309.1,42746,64842
215,State Street,STT,Financials,Commercial Banks,1,0,0,1,80,1,0,0,1,0,46451,23346.3,18366,34.1,1944,-29.9,297258,23346
216,PPG Industries,PPG,Chemicals,Chemicals,1,0,0,1,6,1,0,0,1,0,53000,34103.8,18246,3.4,1270,23.8,21647,34104
217,United States Steel,X,Materials,Metals,1,0,0,0,-41,0,1,0,0,0,21803,9168,18053,-14.3,895,-64.5,20451,9168
218,Automatic Data Processing,ADP,Business Services,Diversified Outsourcing Services,1,0,1,1,23,1,0,0,1,0,63000,102590.8,18012.2,9.2,3412,15.7,50971,102591
219,Group 1 Automotive,GPI,Retailing,"Automotive Retailing, Services",1,0,0,1,23,1,0,0,0,0,16011,3999.4,17873.7,8.9,601.6,-19.9,7774.1,3999
220,Dominion Energy,D,Energy,Utilities: Gas and Electric,1,0,0,1,12,1,0,0,0,0,17700,41201.2,17867,4,1994,100.6,109032,41201
221,BlackRock,BLK,Financials,Securities,1,1,0,0,-2,0,1,0,1,0,19800,124173.4,17859,-0.1,5502,6.3,123211,124173
222,Oneok,OKE,Energy,Pipelines,1,0,0,1,-59,0,1,0,0,0,4775,46751.9,17677,-21,2659,54.4,44266,46752
223,C.H. Robinson Worldwide,CHRW,Transportation,Transportation and Logistics,1,0,0,0,-73,0,1,0,1,0,15246,8907.9,17596.4,-28.7,325.1,-65.4,5225.3,8908
224,Texas Instruments,TXN,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,1,-34,0,1,0,0,0,34000,158540.8,17519,-12.5,6510,-25.6,32348,158541
225,Kohl's,KSS,Retailing,General Merchandisers,1,0,0,0,-9,0,1,0,1,0,66000,3232.9,17476,-3.4,317,,14009,3233
226,AutoZone,AZO,Retailing,Specialty Retailers: Other,1,0,0,1,22,1,0,0,1,0,95200,54532.7,17457.2,7.4,2528.4,4.1,15985.9,54533
227,Lam Research,LRCX,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,3,1,0,0,1,0,17200,127375.7,17428.5,1.2,4510.9,-2,18781.6,127376
228,Corteva,CTVA,"Food, Beverages & Tobacco",Food Production,1,0,0,1,0,0,0,0,1,0,22500,40304.4,17226,-1.3,735,-35.9,42996,40304
229,Builders FirstSource,BLDR,Materials,"Building Materials, Glass",1,0,0,0,-68,0,1,0,0,0,29000,25430.6,17097.3,-24.8,1540.6,-44,10499.5,25431
230,Kyndryl Holdings,KD,Tech0logy,Information Tech0logy Services,0,0,0,0,-16,0,1,0,0,0,90000,5007,17026,-7,-1374,,11464,5007
231,EchoStar,SATS,Telecommunications,Telecommunications,0,0,0,1,0,0,0,0,0,0,15300,3869.1,17015.6,751.6,-1702.1,-1061.3,57108.9,3869
232,Delek US Holdings,DK,Energy,Petroleum Refining,1,0,0,0,-46,0,1,0,0,0,3591,1968,16917.4,-16.4,19.8,-92.3,7171.8,1968
233,Sempra,SRE,Energy,Utilities: Gas and Electric,1,0,0,1,39,1,0,0,1,0,16835,45438.8,16720,15.8,3074,43.8,87181,45439
234,Global Partners,GLP,Wholesalers,Wholesalers: Diversified,1,0,0,1,-27,0,1,0,1,0,4273,1508.7,16492.2,-12.6,152.5,-57.9,3446,1509
235,Grainger,GWW,Wholesalers,Wholesalers: Diversified,1,0,0,1,24,1,0,0,1,1,24650,49983.2,16478,8.2,1829,18.2,8147,49983
236,Jacobs Solutions,J,Business Services,Diversified Outsourcing Services,1,0,0,1,28,1,0,0,0,0,58550,19316.3,16352.4,9.6,665.8,3.4,14617.1,19316
237,Edison International,EIX,Energy,Utilities: Gas and Electric,1,0,0,1,-9,0,1,0,0,0,14346,27208.4,16338,-5.1,1197,95.6,81758,27208
238,MGM Resorts International,MGM,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,64,1,0,0,0,0,67000,14966.3,16164.2,23.1,1142.2,-22.5,42368.5,14966
239,Illi0is Tool Works,ITW,Industrials,Industrial Machinery,1,0,0,0,7,1,0,0,1,0,45000,80162.3,16107,1.1,2957,-2.5,15518,80162
240,Ameriprise Financial,AMP,Financials,Diversified Financials,1,0,0,1,35,1,0,0,0,0,13800,43927.7,16096,12.2,2556,-0.1,175191,43928
241,PulteGroup,PHM,Engineering & Construction,Homebuilders,1,0,0,0,4,1,0,0,1,1,6382,25449.4,16061.6,-1,2602.4,-0.6,16087.1,25449
242,Targa Resources,TRGP,Energy,Pipelines,1,0,0,1,-68,0,1,0,0,0,3182,24921.7,16060.3,-23.3,1345.9,12.6,20671.8,24922
243,Ally Financial,ALLY,Financials,Diversified Financials,1,0,0,0,81,1,0,0,0,1,11100,12337.7,15971,30.9,1020,-40.5,196392,12338
244,BorgWarner,BWA,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,0,0,4,1,0,0,1,0,39900,8023.4,15921,0.8,625,-33.8,14453,8023
245,Est茅e Lauder,EL,Household Products,Household and Personal Products,1,0,0,0,-29,0,1,0,1,0,53010,55258.7,15910,-10.3,1006,-57.9,23415,55259
246,Loews,L,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,37,1,0,0,0,0,12280,17396.1,15901,13.2,1434,41.7,79197,17396
247,O'Reilly Automotive,ORLY,Retailing,Specialty Retailers: Other,1,0,0,1,26,1,0,0,0,0,82958,66634.4,15812.3,9.7,2346.6,8,13873,66634
248,Markel Group,MKL,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,90,1,0,0,0,0,21600,19946.7,15803.6,35.4,1996.1,,55045.7,19947
249,Stanley Black & Decker,SWK,Household Products,"Home Equipment, Furnishings",0,0,0,0,-36,0,1,0,1,0,50500,15062,15781.1,-12.3,-310.5,-129.2,23663.8,15062
250,Micron Tech0logy,MU,Tech0logy,Semiconductors and Other Electronic Components,0,0,0,0,-128,0,1,0,0,0,43000,130547.6,15540,-49.5,-5833,-167.1,64254,130548
251,Fluor,FLR,Engineering & Construction,Engineering & Construction,1,0,0,0,38,1,0,0,0,0,30187,7192.3,15474,12.6,139,-4.1,6973,7192
252,Leidos Holdings,LDOS,Tech0logy,Information Tech0logy Services,1,0,0,1,22,1,0,0,0,0,47000,17700.6,15438,7.2,199,-70.9,12695,17701
253,Viatris,VTRS,Health Care,Pharmaceuticals,1,0,0,1,-11,0,1,0,0,0,38000,14179.6,15426.9,-5.1,54.7,-97.4,47685.5,14180
254,Kinder Morgan,KMI,Energy,Pipelines,1,0,1,1,-54,0,1,0,0,0,10891,40703.3,15334,-20.1,2391,-6.2,71020,40703
255,Ecolab,ECL,Chemicals,Chemicals,1,0,0,1,24,1,0,0,1,0,48000,66017.1,15320.2,8,1372.3,25.7,21846.6,66017
256,Baxter International,BAX,Health Care,Medical Products and Equipment,1,0,0,0,4,1,0,0,0,0,60000,21704.5,15282,1.1,2656,,28276,21705
257,Devon Energy,DVN,Energy,"Mining, Crude-Oil Production",1,0,0,1,-55,0,1,0,0,0,1900,31864.3,15258,-20.4,3747,-37.7,24490,31864
258,Kella0va,K,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,0,-2,0,1,0,0,0,23000,19579.4,15207,-0.7,951,-0.9,15621,19579
259,Casey's General Stores,CASY,Retailing,Specialty Retailers: Other,1,0,0,1,42,1,0,0,0,0,31637,11788.1,15094.5,16.5,446.7,31.5,5943.3,11788
260,IQVIA Holdings,IQV,Health Care,Health Care: Pharmacy and Other Services,1,0,0,1,11,1,0,0,1,0,87000,46029.4,14984,4,1358,24.5,26681,46029
261,Republic Services,RSG,Business Services,Waste Management,1,0,0,1,33,1,0,0,1,0,41000,60229,14964.5,10.8,1731,16.4,31410.1,60229
262,Fox,FOXA,Media,Entertainment,1,0,0,0,23,1,0,0,0,0,10400,14225.1,14913,6.7,1239,2.8,21866,14225
263,Gap,GPS,Retailing,Specialty Retailers: Apparel,1,0,0,0,-13,0,1,0,0,0,85000,10290.3,14889,-4.7,502,,11044,10290
264,Keurig Dr Pepper,KDP,"Food, Beverages & Tobacco",Beverages,1,0,0,1,17,1,0,0,1,0,28100,42557.4,14814,5.4,2181,51.9,52130,42557
265,Reliance,RS,Materials,Metals,1,0,1,1,-33,0,1,0,1,0,15250,19190.4,14805.9,-13,1335.9,-27.4,10480.3,19190
266,Asbury Automotive Group,ABG,Retailing,"Automotive Retailing, Services",1,0,0,1,-13,0,1,0,0,0,15000,4810.9,14802.7,-4.1,602.5,-39.6,10159.4,4811
267,Vistra,VST,Energy,Energy,1,0,0,0,21,1,0,0,0,0,4870,24230.2,14779,7.7,1493,,32966,24230
268,Andersons,ANDE,"Food, Beverages & Tobacco",Food Production,1,0,0,1,-46,0,1,0,0,0,2297,1953.4,14750.1,-15,101.2,-22.8,3855,1953
269,0rdstrom,JWN,Retailing,General Merchandisers,1,0,0,0,-19,0,1,0,1,0,54000,3309.2,14693,-5.4,134,-45.3,8444,3309
270,Omnicom Group,OMC,Business Services,"Advertising, marketing",1,0,0,1,3,1,0,0,0,0,75900,19081.1,14692.2,2.8,1391.4,5.7,28044.6,19081
271,Fidelity National Information Services,FIS,Business Services,Financial Data Services,0,0,1,0,-5,0,1,0,0,0,60000,42762.2,14680,1,-6654,,55105,42762
272,Consolidated Edison,ED,Energy,Utilities: Gas and Electric,1,0,0,1,-25,0,1,0,0,0,14592,31375.8,14663,-6.4,2519,51.7,66331,31376
273,CSX,CSX,Transportation,Railroads,1,0,0,1,-11,0,1,0,1,0,23232,72568,14657,-1.3,3715,-10.8,42408,72568
274,AECOM,ACM,Engineering & Construction,Engineering & Construction,1,0,0,1,19,1,0,0,1,0,52000,13341.2,14591.3,8.1,55.3,-82.2,11233.4,13341
275,Lumen Tech0logies,LUMN,Telecommunications,Telecommunications,0,0,1,0,-55,0,1,0,0,0,28000,1585,14557,-16.7,-10298,,34018,1585
276,Tractor Supply,TSCO,Retailing,Specialty Retailers: Other,1,0,0,1,-2,0,1,0,0,0,37500,28248,14555.7,2.5,1107.2,1.7,9188.2,28248
277,DXC Tech0logy,DXC,Tech0logy,Information Tech0logy Services,0,0,0,0,-39,0,1,0,0,0,130000,3878.7,14430,-11.3,-568,-179.1,15845,3879
278,AGCO,AGCO,Industrials,Construction and Farm Machinery,1,0,0,1,29,1,0,0,1,0,27900,9179.5,14412.4,13.9,1171.4,31.7,11421.2,9180
279,Sonic Automotive,SAH,Retailing,"Automotive Retailing, Services",1,0,0,1,3,1,0,0,0,0,10500,1941.7,14372.4,2.7,178.2,101.4,5364.6,1942
280,Intuit,INTU,Tech0logy,Computer Software,1,0,0,1,24,1,0,0,1,1,22900,181986.4,14368,12.9,2384,15.4,27780,181986
281,United Rentals,URI,Business Services,Equipment Leasing,1,0,0,1,57,1,0,0,0,0,26300,48437.2,14332,23.1,2424,15.2,25589,48437
282,Universal Health Services,UHS,Health Care,Health Care: Medical Facilities,1,0,0,1,12,1,0,0,1,0,85025,12265.2,14282,6.6,717.8,6.2,13967.6,12265
283,Boston Scientific,BSX,Health Care,Medical Products and Equipment,1,0,0,1,23,1,0,0,1,0,48000,100673.1,14240,12.3,1592,128.1,35136,100673
284,Otis Worldwide,OTIS,Industrials,Industrial Machinery,1,0,1,1,5,1,0,0,1,0,71000,40249.5,14209,3.8,1406,12.2,10117,40250
285,Xcel Energy,XEL,Energy,Utilities: Gas and Electric,1,0,0,0,-31,0,1,0,1,0,11311,29839.6,14206,-7.2,1771,2,64079,29840
286,Ball,BALL,Materials,"Packaging, Containers",1,0,0,0,-35,0,1,0,1,0,21000,21206.3,14029,-8.6,707,-1.7,19303,21206
287,LKQ,LKQ,Wholesalers,Wholesalers: Diversified,1,0,0,1,14,1,0,0,0,0,49000,14248.5,13866,8.4,936,-18.5,15079,14249
288,Mosaic,MOS,Chemicals,Chemicals,1,0,0,1,-90,0,1,0,0,0,14049,10442,13696.1,-28.4,1164.9,-67.5,23032.8,10442
289,Textron,TXT,Aerospace & Defense,Aerospace & Defense,1,0,0,1,10,1,0,0,1,0,35000,18500.5,13683,6.3,921,7,16856,18501
290,Labcorp Holdings,LH,Health Care,Health Care: Pharmacy and Other Services,1,0,0,0,-31,0,1,0,1,0,61975,18372.5,13668.2,-8.1,418,-67.3,16725.1,18373
291,Principal Financial,PFG,Financials,"Insurance: Life, Health (stock)",1,0,0,1,-74,0,1,0,0,0,19800,20357.8,13665.8,-21.9,623.2,-87,305046.7,20358
292,Regeneron Pharmaceuticals,REGN,Health Care,Pharmaceuticals,1,1,0,1,28,1,0,0,0,0,13450,105644.7,13117.2,7.8,3953.6,-8.9,33080.2,105645
293,Raymond James Financial,RJF,Financials,Securities,1,0,0,1,51,1,0,0,1,0,18000,26843.3,12992,14.9,1739,15.2,78360,26843
294,Dick's Sporting Goods,DKS,Retailing,Specialty Retailers: Other,1,0,1,1,21,1,0,0,0,0,37200,18539.3,12984.4,5,1046.5,0.3,9311.8,18539
295,Expedia Group,EXPE,Retailing,Internet Services and Retailing,1,0,1,1,38,1,0,0,0,0,17100,18773.7,12839,10,797,126.4,21642,18774
296,J.B. Hunt Transport Services,JBHT,Transportation,"Trucking, Truck Leasing",1,0,0,0,-36,0,1,0,1,0,34718,20582.2,12829.7,-13.4,728.3,-24.9,8538.3,20582
297,M&T Bank,MTB,Financials,Commercial Banks,1,0,0,0,122,1,0,0,0,0,21980,24233.4,12752,48.2,2741,37.6,208264,24233
298,DTE Energy,DTE,Energy,Utilities: Gas and Electric,1,0,0,0,-106,0,1,0,1,0,9950,23204.6,12745,-33.7,1397,29,44755,23205
299,AES,AES,Energy,Utilities: Gas and Electric,1,0,0,1,8,1,0,0,1,0,9600,12744.8,12668,0.4,249,,44799,12745
300,Berry Global Group,BERY,Materials,"Packaging, Containers",1,0,0,0,-36,0,1,0,0,0,44000,7009.6,12664,-12.6,609,-20.5,16587,7010
301,Fifth Third Bancorp,FITB,Financials,Commercial Banks,1,0,0,0,90,1,0,0,1,0,18724,25434.9,12641,35.2,2349,-4,214574,25435
302,Air Products & Chemicals,APD,Chemicals,Chemicals,1,0,0,1,0,0,0,0,0,0,21850,53856.9,12600,-0.8,2300.2,2,32002.5,53857
303,Corning,GLW,Industrials,"Electronics, Electrical Equip.",1,0,0,0,-31,0,1,0,0,0,49800,28192.4,12588,-11.3,581,-55.9,28500,28192
304,EMCOR Group,EME,Engineering & Construction,Engineering & Construction,1,0,0,1,45,1,0,0,1,0,38300,16482.1,12582.9,13.6,633,55.9,6609.7,16482
305,Amphe0l,APH,Tech0logy,Network and Other Communications Equipment,1,0,0,1,1,1,0,0,1,0,95000,69193.3,12554.7,-0.5,1928,1.4,16526.4,69193
306,Westlake,WLK,Chemicals,Chemicals,1,0,0,0,-63,0,1,0,0,0,15520,19636.5,12548,-20.6,479,-78.7,21035,19637
307,DuPont,DD,Chemicals,Chemicals,1,0,0,1,-77,0,1,0,0,0,24000,32016.1,12528,-24.3,423,-92.8,38552,32016
308,Liberty Media,LSXMA,Media,Entertainment,1,0,0,0,12,1,0,0,1,0,6486,9699.7,12525,3,761,-58.1,41168,9700
309,S&P Global,SPGI,Business Services,Financial Data Services,1,0,0,1,37,1,0,0,1,0,40450,136253.3,12497,11.8,2626,-19.2,60589,136253
310,Community Health Systems,CYH,Health Care,Health Care: Medical Facilities,0,0,0,0,7,1,0,0,0,0,54500,486.4,12490,2.3,-133,-389.1,14455,486
311,FirstEnergy,FE,Energy,Utilities: Gas and Electric,1,0,0,0,12,1,0,0,0,0,12042,22226.4,12450,3.3,1102,171.4,48767,22226
312,Unum Group,UNM,Financials,"Insurance: Life, Health (stock)",1,0,0,0,15,1,0,0,0,0,10683,10298.6,12385.9,3.3,1283.8,-2.3,63255.2,10299
313,Henry Schein,HSIC,Health Care,Wholesalers: Health Care,1,0,0,1,-8,0,1,0,0,0,25000,9704.8,12339,-2.4,416,-22.7,10573,9705
314,Western Digital,WDC,Tech0logy,"Computers, Office Equipment",0,0,0,0,-113,0,1,0,1,0,53000,22278.8,12318,-34.5,-1706,-213.7,24429,22279
315,Analog Devices,ADI,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,1,9,1,0,0,0,0,26000,98085.7,12305.5,2.4,3314.6,20.6,48794.5,98086
316,Conagra Brands,CAG,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,1,24,1,0,0,0,0,18600,14168.1,12277,6.4,683.6,-23,22052.6,14168
317,Citizens Financial Group,CFG,Financials,Commercial Banks,1,0,0,0,82,1,0,0,1,0,17570,16635.3,12187,34.4,1608,-22.4,221964,16635
318,0rfolk Southern,NSC,Transportation,Railroads,1,0,0,1,-18,0,1,0,0,0,20700,57570.4,12156,-4.6,1827,-44.1,41652,57570
319,Entergy,ETR,Energy,Utilities: Gas and Electric,1,0,0,1,-37,0,1,0,0,0,12177,22535.5,12147.4,-11.7,2356.5,113.6,59703.4,22536
320,W.R. Berkley,WRB,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,27,1,0,0,0,0,8329,22689.2,12142.9,8.7,1381.4,,37202,22689
321,DaVita,DVA,Health Care,Health Care: Medical Facilities,1,0,0,0,16,1,0,0,1,0,70000,12107,12140.1,4.6,691.5,23.4,16893.6,12107
322,0rthern Trust,NTRS,Financials,Commercial Banks,1,0,0,0,135,1,0,0,1,0,23100,18141.4,12116.5,56.3,1107.3,-17.1,150783.1,18141
323,Hormel Foods,HRL,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,0,-13,0,1,0,1,0,20000,19108.8,12110,-2.8,793.6,-20.6,13448.8,19109
324,Crown Holdings,CCK,Materials,"Packaging, Containers",1,0,0,0,-27,0,1,0,0,0,25000,9574.2,12010,-7.2,450,-38.1,15034,9574
325,Avis Budget Group,CAR,Retailing,"Automotive Retailing, Services",1,0,0,0,1,1,0,0,0,0,21250,4344,12008,0.1,1632,-41,32569,4344
326,Wayfair,W,Retailing,Internet Services and Retailing,0,1,0,0,-10,0,1,0,0,0,12800,8174.7,12003,-1.8,-738,,3474,8175
327,MasTec,MTZ,Engineering & Construction,Engineering & Construction,0,0,0,1,47,1,0,0,1,0,34000,7393,11995.9,22.7,-49.9,-249.8,9373.5,7393
328,Eversource Energy,ES,Energy,Utilities: Gas and Electric,0,0,0,1,-13,0,1,0,0,0,10171,20962.9,11910.7,-3.1,-442.2,-131.5,55612.2,20963
329,Newmont,NEM,Energy,"Mining, Crude-Oil Production",0,0,0,1,-1,0,1,0,0,0,21700,41315.9,11812,-0.9,-2494,,55506,41316
330,Ryder System,R,Transportation,Transportation and Logistics,1,0,0,0,-5,0,1,0,1,0,47500,5320.5,11783,-1.9,406,-53.2,15778,5321
331,Fidelity National Financial,FNF,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,8,1,0,0,0,0,22293,14507.3,11752,1.7,517,-54.5,80614,14507
332,Molson Coors Beverage,TAP,"Food, Beverages & Tobacco",Beverages,1,0,0,0,22,1,0,0,0,0,16500,14297.8,11702.1,9.4,948.9,,26375.1,14298
333,Caesars Entertainment,CZR,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,1,1,0,0,0,0,51000,9461,11673,0.2,786,,33366,9461
334,Lincoln National,LNC,Financials,"Insurance: Life, Health (stock)",0,0,1,0,-132,0,1,0,0,0,11024,5417.5,11645,-37.9,-752,,372413,5418
335,VF,VFC,Apparel,Apparel,1,0,0,0,-6,0,1,0,0,0,26400,5964.4,11612.5,-1.9,118.6,-91.5,13990.5,5964
336,International Flavors & Fragrances,IFF,Chemicals,Chemicals,0,0,0,0,-24,0,1,0,0,0,21500,21954.9,11479,-7.7,-2567,,30978,21955
337,Huntington Ingalls Industries,HII,Aerospace & Defense,Aerospace & Defense,1,0,0,1,18,1,0,0,0,0,44000,11544.7,11454,7.3,681,17.6,11215,11545
338,Advance Auto Parts,AAP,Retailing,Specialty Retailers: Other,1,0,0,1,10,1,0,0,0,0,54500,5072.2,11287.6,1.2,29.7,-93.6,12276.3,5072
339,Public Service Enterprise Group,PEG,Energy,Utilities: Gas and Electric,1,0,0,1,33,1,0,0,0,0,12543,33295.6,11237,14.7,2563,148.6,50741,33296
340,Ulta Beauty,ULTA,Retailing,Specialty Retailers: Other,1,0,0,1,23,1,0,0,0,0,38000,25238.8,11207.3,9.8,1291,3.9,5707,25239
341,Hershey,HSY,"Food, Beverages & Tobacco",Food Consumer Products,1,0,1,1,19,1,0,0,0,0,19578,39719.1,11165,7.2,1861.8,13.2,11902.9,39719
342,Chewy,CHWY,Retailing,Internet Services and Retailing,1,0,0,0,27,1,0,0,1,0,18100,6919.5,11147.7,10.4,39.6,-19.6,3186.9,6920
343,American Tower,AMT,Financials,Real estate,1,0,0,0,10,1,0,0,0,0,5643,92146.5,11144.2,4,1483.3,-16,66027.6,92147
344,Mohawk Industries,MHK,Household Products,"Home Equipment, Furnishings",0,0,0,1,-13,0,1,0,0,0,43300,8337.2,11135.1,-5.1,-439.5,-1840.9,13559.9,8337
345,Assurant,AIZ,Financials,Insurance: Property and Casualty (Stock),1,0,0,0,19,1,0,0,0,0,13600,9784.3,11131.6,9.2,642.5,132.3,33635.2,9784
